Tag Code,Report Season,Location,latitude,longitude
AAAB726,2019,El Rosario,30.0595,115.7258
AAAE030,2019,El Rosario,30.0595,115.7258
AAAE365,2019,El Rosario,30.0595,115.7258
AAAE442,2019,El Rosario,30.0595,115.7258
AAAM288,2019,El Rosario,30.0595,115.7258
AAAN572,2019,El Rosario,30.0595,115.7258
AAAR944,2019,El Rosario,30.0595,115.7258
AAAY110,2019,El Rosario,30.0595,115.7258
AABB444,2019,El Rosario,30.0595,115.7258
AABB627,2019,El Rosario,30.0595,115.7258
AABC971,2019,El Rosario,30.0595,115.7258
AABR229,2019,El Rosario,30.0595,115.7258
AACG223,2019,El Rosario,30.0595,115.7258
AACG553,2019,El Rosario,30.0595,115.7258
AACS158,2019,El Rosario,30.0595,115.7258
AAEA890,2019,El Rosario,30.0595,115.7258
AAEC336,2019,El Rosario,30.0595,115.7258
AAES259,2019,El Rosario,30.0595,115.7258
AAHB211,2019,El Rosario,30.0595,115.7258
AAJB219,2019,El Rosario,30.0595,115.7258
AAJB316,2019,El Rosario,30.0595,115.7258
AAJJ727,2019,El Rosario,30.0595,115.7258
AAJY343,2019,El Rosario,30.0595,115.7258
AAJZ454,2019,El Rosario,30.0595,115.7258
AALE279,2019,El Rosario,30.0595,115.7258
AALG445,2019,El Rosario,30.0595,115.7258
AALP158,2019,El Rosario,30.0595,115.7258
AALR710,2019,El Rosario,30.0595,115.7258
AAMJ209,2019,El Rosario,30.0595,115.7258
AAMS556,2019,El Rosario,30.0595,115.7258
AANA735,2019,El Rosario,30.0595,115.7258
AANA899,2019,El Rosario,30.0595,115.7258
AANL558,2019,El Rosario,30.0595,115.7258
AANT293,2019,El Rosario,30.0595,115.7258
AANT442,2019,El Rosario,30.0595,115.7258
AAPB328,2019,El Rosario,30.0595,115.7258
AAPB911,2019,El Rosario,30.0595,115.7258
AAPG389,2019,El Rosario,30.0595,115.7258
AAPH782,2019,El Rosario,30.0595,115.7258
AAST450,2019,El Rosario,30.0595,115.7258
AATH364,2019,El Rosario,30.0595,115.7258
AATJ115,2019,El Rosario,30.0595,115.7258
AATJ782,2019,El Rosario,30.0595,115.7258
AATL085,2019,El Rosario,30.0595,115.7258
AATL089,2019,El Rosario,30.0595,115.7258
AAUC159,2019,El Rosario,30.0595,115.7258
AAUE687,2019,El Rosario,30.0595,115.7258
