Tag Code,Report Season,Location,latitude,longitude
AB274,1998,El Rosario,30.0595,115.7258
AB370,1998,El Rosario,30.0595,115.7258
AB395,1998,El Rosario,30.0595,115.7258
AB700,1998,El Rosario,30.0595,115.7258
AB755,1998,El Rosario,30.0595,115.7258
AB802,1998,El Rosario,30.0595,115.7258
AB928,1998,El Rosario,30.0595,115.7258
AB929,1998,El Rosario,30.0595,115.7258
AC207,1998,El Rosario,30.0595,115.7258
AC383,1998,El Rosario,30.0595,115.7258
AD259,1998,El Rosario,30.0595,115.7258
AE475,1998,El Rosario,30.0595,115.7258
AE504,1998,El Rosario,30.0595,115.7258
AE545,1998,El Rosario,30.0595,115.7258
AG262,1998,El Rosario,30.0595,115.7258
AG947,1998,El Rosario,30.0595,115.7258
AI731,1998,El Rosario,30.0595,115.7258
AJ434,1998,El Rosario,30.0595,115.7258
AJ936,1998,El Rosario,30.0595,115.7258
AK463,1998,El Rosario,30.0595,115.7258
AO454,1998,El Rosario,30.0595,115.7258
AP134,1998,El Rosario,30.0595,115.7258
AP281,1998,El Rosario,30.0595,115.7258
AS343,1998,El Rosario,30.0595,115.7258
AS384,1998,El Rosario,30.0595,115.7258
AS405,1998,El Rosario,30.0595,115.7258
AU148,1998,El Rosario,30.0595,115.7258
AU705,1998,El Rosario,30.0595,115.7258
AU889,1998,El Rosario,30.0595,115.7258
AW038,1998,El Rosario,30.0595,115.7258
AX277,1998,El Rosario,30.0595,115.7258
AY928,1998,El Rosario,30.0595,115.7258
AZ307,1998,El Rosario,30.0595,115.7258
BB098,1998,El Rosario,30.0595,115.7258
BB111,1998,El Rosario,30.0595,115.7258
BB118,1998,El Rosario,30.0595,115.7258
BB604,1998,El Rosario,30.0595,115.7258
BB838,1998,El Rosario,30.0595,115.7258
BC405,1998,El Rosario,30.0595,115.7258
BC510,1998,El Rosario,30.0595,115.7258
BC552,1998,El Rosario,30.0595,115.7258
BD183,1998,El Rosario,30.0595,115.7258
BD229,1998,El Rosario,30.0595,115.7258
BE132,1998,El Rosario,30.0595,115.7258
BE229,1998,El Rosario,30.0595,115.7258
BE515,1998,El Rosario,30.0595,115.7258
BF077,1998,El Rosario,30.0595,115.7258
BF679,1998,El Rosario,30.0595,115.7258
BG365,1998,El Rosario,30.0595,115.7258
BH235,1998,El Rosario,30.0595,115.7258
BJ217,1998,El Rosario,30.0595,115.7258
BJ476,1998,El Rosario,30.0595,115.7258
BJ840,1998,El Rosario,30.0595,115.7258
BJ913,1998,El Rosario,30.0595,115.7258
BK174,1998,El Rosario,30.0595,115.7258
BK356,1998,El Rosario,30.0595,115.7258
BK638,1998,El Rosario,30.0595,115.7258
BK681,1998,El Rosario,30.0595,115.7258
BL828,1998,El Rosario,30.0595,115.7258
BL833,1998,El Rosario,30.0595,115.7258
BM033,1998,El Rosario,30.0595,115.7258
BM121,1998,El Rosario,30.0595,115.7258
BN170,1998,El Rosario,30.0595,115.7258
BN869,1998,El Rosario,30.0595,115.7258
BN894,1998,El Rosario,30.0595,115.7258
BN923,1998,El Rosario,30.0595,115.7258
BQ881,1998,El Rosario,30.0595,115.7258
BQ941,1998,El Rosario,30.0595,115.7258
BR096,1998,El Rosario,30.0595,115.7258
BR342,1998,El Rosario,30.0595,115.7258
BW593,1998,El Rosario,30.0595,115.7258
BX122,1998,El Rosario,30.0595,115.7258
BX166,1998,El Rosario,30.0595,115.7258
BX171,1998,El Rosario,30.0595,115.7258
BX495,1998,El Rosario,30.0595,115.7258
BX533,1998,El Rosario,30.0595,115.7258
BX683,1998,El Rosario,30.0595,115.7258
CC496,1998,El Rosario,30.0595,115.7258
CD533,1998,El Rosario,30.0595,115.7258
CD560,1998,El Rosario,30.0595,115.7258
CD679,1998,El Rosario,30.0595,115.7258
CE470,1998,El Rosario,30.0595,115.7258
CE514,1998,El Rosario,30.0595,115.7258
CE754,1998,El Rosario,30.0595,115.7258
CE841,1998,El Rosario,30.0595,115.7258
CF479,1998,El Rosario,30.0595,115.7258
CF529,1998,El Rosario,30.0595,115.7258
CF750,1998,El Rosario,30.0595,115.7258
CF816,1998,El Rosario,30.0595,115.7258
CF837,1998,El Rosario,30.0595,115.7258
CF927,1998,El Rosario,30.0595,115.7258
CF972,1998,El Rosario,30.0595,115.7258
CG196,1998,El Rosario,30.0595,115.7258
CG352,1998,El Rosario,30.0595,115.7258
CG365,1998,El Rosario,30.0595,115.7258
CH013,1998,El Rosario,30.0595,115.7258
CH834,1998,El Rosario,30.0595,115.7258
CH933,1998,El Rosario,30.0595,115.7258
CI310,1998,El Rosario,30.0595,115.7258
CI557,1998,El Rosario,30.0595,115.7258
CI567,1998,El Rosario,30.0595,115.7258
CI672,1998,El Rosario,30.0595,115.7258
CI685,1998,El Rosario,30.0595,115.7258
CI735,1998,El Rosario,30.0595,115.7258
CI781,1998,El Rosario,30.0595,115.7258
CI828,1998,El Rosario,30.0595,115.7258
CI850,1998,El Rosario,30.0595,115.7258
CI877,1998,El Rosario,30.0595,115.7258
CJ165,1998,El Rosario,30.0595,115.7258
CJ497,1998,El Rosario,30.0595,115.7258
CJ689,1998,El Rosario,30.0595,115.7258
CK000,1998,El Rosario,30.0595,115.7258
CK152,1998,El Rosario,30.0595,115.7258
CK218,1998,El Rosario,30.0595,115.7258
CK275,1998,El Rosario,30.0595,115.7258
CK278,1998,El Rosario,30.0595,115.7258
CK374,1998,El Rosario,30.0595,115.7258
CK392,1998,El Rosario,30.0595,115.7258
CK592,1998,El Rosario,30.0595,115.7258
CK701,1998,El Rosario,30.0595,115.7258
CK724,1998,El Rosario,30.0595,115.7258
CK804,1998,El Rosario,30.0595,115.7258
CL015,1998,El Rosario,30.0595,115.7258
CL200,1998,El Rosario,30.0595,115.7258
CL293,1998,El Rosario,30.0595,115.7258
CL430,1998,El Rosario,30.0595,115.7258
CL468,1998,El Rosario,30.0595,115.7258
CL501,1998,El Rosario,30.0595,115.7258
CL627,1998,El Rosario,30.0595,115.7258
CL654,1998,El Rosario,30.0595,115.7258
CL749,1998,El Rosario,30.0595,115.7258
CL755,1998,El Rosario,30.0595,115.7258
CL779,1998,El Rosario,30.0595,115.7258
CL898,1998,El Rosario,30.0595,115.7258
CM155,1998,El Rosario,30.0595,115.7258
CM158,1998,El Rosario,30.0595,115.7258
CP440,1998,El Rosario,30.0595,115.7258
CP827,1998,El Rosario,30.0595,115.7258
CQ166,1998,El Rosario,30.0595,115.7258
CQ167,1998,El Rosario,30.0595,115.7258
CQ406,1998,El Rosario,30.0595,115.7258
CQ501,1998,El Rosario,30.0595,115.7258
CQ977,1998,El Rosario,30.0595,115.7258
CR013,1998,El Rosario,30.0595,115.7258
CR242,1998,El Rosario,30.0595,115.7258
