Tag Code,Report Season,Location,latitude,longitude
ACI315,2015,El Rosario,30.0595,115.7258
AJY694,2015,El Rosario,30.0595,115.7258
BFM351,2015,El Rosario,30.0595,115.7258
CQ132,2015,El Rosario,30.0595,115.7258
EAW409,2015,El Rosario,30.0595,115.7258
EGE999,2015,El Rosario,30.0595,115.7258
HEN963,2015,El Rosario,30.0595,115.7258
LCT662,2015,El Rosario,30.0595,115.7258
NCR218,2015,El Rosario,30.0595,115.7258
PBP150,2015,El Rosario,30.0595,115.7258
PCH422,2015,El Rosario,30.0595,115.7258
PCL100,2015,El Rosario,30.0595,115.7258
PEJ624,2015,El Rosario,30.0595,115.7258
PGG978,2015,El Rosario,30.0595,115.7258
PGP420,2015,El Rosario,30.0595,115.7258
PGY760,2015,El Rosario,30.0595,115.7258
PGZ555,2015,El Rosario,30.0595,115.7258
PHT548,2015,El Rosario,30.0595,115.7258
PHT569,2015,El Rosario,30.0595,115.7258
PHT586,2015,El Rosario,30.0595,115.7258
PHZ988,2015,El Rosario,30.0595,115.7258
PLC677,2015,El Rosario,30.0595,115.7258
PLG552,2015,El Rosario,30.0595,115.7258
PLW480,2015,El Rosario,30.0595,115.7258
PMW515,2015,El Rosario,30.0595,115.7258
PMY562,2015,El Rosario,30.0595,115.7258
PNA971,2015,El Rosario,30.0595,115.7258
PPA025,2015,El Rosario,30.0595,115.7258
RGB823,2015,El Rosario,30.0595,115.7258
RGX309,2015,El Rosario,30.0595,115.7258
RGY805,2015,El Rosario,30.0595,115.7258
RNC551,2015,El Rosario,30.0595,115.7258
SAX206,2015,El Rosario,30.0595,115.7258
SAX215,2015,El Rosario,30.0595,115.7258
SAX228,2015,El Rosario,30.0595,115.7258
SAX236,2015,El Rosario,30.0595,115.7258
SHC381,2015,El Rosario,30.0595,115.7258
SMM401,2015,El Rosario,30.0595,115.7258
SMM448,2015,El Rosario,30.0595,115.7258
SMM823,2015,El Rosario,30.0595,115.7258
SMN883,2015,El Rosario,30.0595,115.7258
SMP360,2015,El Rosario,30.0595,115.7258
SMP531,2015,El Rosario,30.0595,115.7258
SMP545,2015,El Rosario,30.0595,115.7258
SMP577,2015,El Rosario,30.0595,115.7258
SMP591,2015,El Rosario,30.0595,115.7258
SMR910,2015,El Rosario,30.0595,115.7258
SMS500,2015,El Rosario,30.0595,115.7258
SMS510,2015,El Rosario,30.0595,115.7258
SMS518,2015,El Rosario,30.0595,115.7258
SMS568,2015,El Rosario,30.0595,115.7258
SMS689,2015,El Rosario,30.0595,115.7258
SMX029,2015,El Rosario,30.0595,115.7258
SMX044,2015,El Rosario,30.0595,115.7258
SMX106,2015,El Rosario,30.0595,115.7258
SRM781,2015,El Rosario,30.0595,115.7258
SRM963,2015,El Rosario,30.0595,115.7258
SRM969,2015,El Rosario,30.0595,115.7258
SRM977,2015,El Rosario,30.0595,115.7258
SRN223,2015,El Rosario,30.0595,115.7258
SRN269,2015,El Rosario,30.0595,115.7258
SRN315,2015,El Rosario,30.0595,115.7258
TAR204,2015,El Rosario,30.0595,115.7258
TAS339,2015,El Rosario,30.0595,115.7258
TAX905,2015,El Rosario,30.0595,115.7258
TBB640,2015,El Rosario,30.0595,115.7258
TCM170,2015,El Rosario,30.0595,115.7258
TCN562,2015,El Rosario,30.0595,115.7258
TCR348,2015,El Rosario,30.0595,115.7258
TCR377,2015,El Rosario,30.0595,115.7258
TCR612,2015,El Rosario,30.0595,115.7258
TCS216,2015,El Rosario,30.0595,115.7258
TCT471,2015,El Rosario,30.0595,115.7258
TCT891,2015,El Rosario,30.0595,115.7258
TCT990,2015,El Rosario,30.0595,115.7258
TCU044,2015,El Rosario,30.0595,115.7258
TCU345,2015,El Rosario,30.0595,115.7258
TCU816,2015,El Rosario,30.0595,115.7258
TCX054,2015,El Rosario,30.0595,115.7258
TEE637,2015,El Rosario,30.0595,115.7258
TEG426,2015,El Rosario,30.0595,115.7258
TEJ565,2015,El Rosario,30.0595,115.7258
TEJ973,2015,El Rosario,30.0595,115.7258
TEL232,2015,El Rosario,30.0595,115.7258
TEN003,2015,El Rosario,30.0595,115.7258
TEN010,2015,El Rosario,30.0595,115.7258
TER681,2015,El Rosario,30.0595,115.7258
TER868,2015,El Rosario,30.0595,115.7258
TES318,2015,El Rosario,30.0595,115.7258
TES322,2015,El Rosario,30.0595,115.7258
TES436,2015,El Rosario,30.0595,115.7258
TES441,2015,El Rosario,30.0595,115.7258
TES448,2015,El Rosario,30.0595,115.7258
TES461,2015,El Rosario,30.0595,115.7258
TES474,2015,El Rosario,30.0595,115.7258
TES495,2015,El Rosario,30.0595,115.7258
TES509,2015,El Rosario,30.0595,115.7258
TES515,2015,El Rosario,30.0595,115.7258
TET605,2015,El Rosario,30.0595,115.7258
TEY234,2015,El Rosario,30.0595,115.7258
TGB687,2015,El Rosario,30.0595,115.7258
TGE370,2015,El Rosario,30.0595,115.7258
TGE456,2015,El Rosario,30.0595,115.7258
TGE904,2015,El Rosario,30.0595,115.7258
TGS398,2015,El Rosario,30.0595,115.7258
TGS976,2015,El Rosario,30.0595,115.7258
TGW931,2015,El Rosario,30.0595,115.7258
THA667,2015,El Rosario,30.0595,115.7258
THA679,2015,El Rosario,30.0595,115.7258
THA795,2015,El Rosario,30.0595,115.7258
THA875,2015,El Rosario,30.0595,115.7258
THG968,2015,El Rosario,30.0595,115.7258
THH463,2015,El Rosario,30.0595,115.7258
THJ301,2015,El Rosario,30.0595,115.7258
THR493,2015,El Rosario,30.0595,115.7258
THS159,2015,El Rosario,30.0595,115.7258
THS262,2015,El Rosario,30.0595,115.7258
TJE300,2015,El Rosario,30.0595,115.7258
TJS344,2015,El Rosario,30.0595,115.7258
TJS638,2015,El Rosario,30.0595,115.7258
TJT711,2015,El Rosario,30.0595,115.7258
TJT728,2015,El Rosario,30.0595,115.7258
TJU515,2015,El Rosario,30.0595,115.7258
TJU728,2015,El Rosario,30.0595,115.7258
TJW267,2015,El Rosario,30.0595,115.7258
TJX349,2015,El Rosario,30.0595,115.7258
TLL297,2015,El Rosario,30.0595,115.7258
TLR485,2015,El Rosario,30.0595,115.7258
TLU860,2015,El Rosario,30.0595,115.7258
TLU959,2015,El Rosario,30.0595,115.7258
TMB303,2015,El Rosario,30.0595,115.7258
TMP727,2015,El Rosario,30.0595,115.7258
TMR605,2015,El Rosario,30.0595,115.7258
TMS421,2015,El Rosario,30.0595,115.7258
TMW563,2015,El Rosario,30.0595,115.7258
TMW851,2015,El Rosario,30.0595,115.7258
TMX062,2015,El Rosario,30.0595,115.7258
TMX706,2015,El Rosario,30.0595,115.7258
TMX737,2015,El Rosario,30.0595,115.7258
TMX884,2015,El Rosario,30.0595,115.7258
TMY474,2015,El Rosario,30.0595,115.7258
TMY559,2015,El Rosario,30.0595,115.7258
TMY611,2015,El Rosario,30.0595,115.7258
TMY670,2015,El Rosario,30.0595,115.7258
TMY687,2015,El Rosario,30.0595,115.7258
TMZ086,2015,El Rosario,30.0595,115.7258
TMZ116,2015,El Rosario,30.0595,115.7258
TMZ361,2015,El Rosario,30.0595,115.7258
TMZ474,2015,El Rosario,30.0595,115.7258
TMZ506,2015,El Rosario,30.0595,115.7258
TMZ524,2015,El Rosario,30.0595,115.7258
TMZ589,2015,El Rosario,30.0595,115.7258
TMZ619,2015,El Rosario,30.0595,115.7258
TNC155,2015,El Rosario,30.0595,115.7258
TNC551,2015,El Rosario,30.0595,115.7258
TNC582,2015,El Rosario,30.0595,115.7258
TNC893,2015,El Rosario,30.0595,115.7258
TNE086,2015,El Rosario,30.0595,115.7258
TNH559,2015,El Rosario,30.0595,115.7258
TNJ057,2015,El Rosario,30.0595,115.7258
TNJ428,2015,El Rosario,30.0595,115.7258
TNJ431,2015,El Rosario,30.0595,115.7258
TNJ436,2015,El Rosario,30.0595,115.7258
TNJ455,2015,El Rosario,30.0595,115.7258
TNJ515,2015,El Rosario,30.0595,115.7258
TNJ564,2015,El Rosario,30.0595,115.7258
TNL115,2015,El Rosario,30.0595,115.7258
TNL547,2015,El Rosario,30.0595,115.7258
TNL550,2015,El Rosario,30.0595,115.7258
TNM315,2015,El Rosario,30.0595,115.7258
TNM415,2015,El Rosario,30.0595,115.7258
TNM776,2015,El Rosario,30.0595,115.7258
TNM835,2015,El Rosario,30.0595,115.7258
TNM857,2015,El Rosario,30.0595,115.7258
TNM860,2015,El Rosario,30.0595,115.7258
TNM957,2015,El Rosario,30.0595,115.7258
TNN555,2015,El Rosario,30.0595,115.7258
TNR043,2015,El Rosario,30.0595,115.7258
TNT377,2015,El Rosario,30.0595,115.7258
TNU513,2015,El Rosario,30.0595,115.7258
TNU611,2015,El Rosario,30.0595,115.7258
TNW216,2015,El Rosario,30.0595,115.7258
TNW266,2015,El Rosario,30.0595,115.7258
TNW702,2015,El Rosario,30.0595,115.7258
TNZ727,2015,El Rosario,30.0595,115.7258
TNZ997,2015,El Rosario,30.0595,115.7258
TPA217,2015,El Rosario,30.0595,115.7258
TPA616,2015,El Rosario,30.0595,115.7258
TPA617,2015,El Rosario,30.0595,115.7258
TPA950,2015,El Rosario,30.0595,115.7258
TPA957,2015,El Rosario,30.0595,115.7258
TPA974,2015,El Rosario,30.0595,115.7258
TPB446,2015,El Rosario,30.0595,115.7258
TPC856,2015,El Rosario,30.0595,115.7258
TPC863,2015,El Rosario,30.0595,115.7258
TPE327,2015,El Rosario,30.0595,115.7258
TPE705,2015,El Rosario,30.0595,115.7258
TPE714,2015,El Rosario,30.0595,115.7258
TPE732,2015,El Rosario,30.0595,115.7258
TPH630,2015,El Rosario,30.0595,115.7258
TPN074,2015,El Rosario,30.0595,115.7258
TPN103,2015,El Rosario,30.0595,115.7258
UAE180,2015,El Rosario,30.0595,115.7258
UAG708,2015,El Rosario,30.0595,115.7258
