Tag Code,Report Season,Location,latitude,longitude
082LA,2011,El Rosario,30.0595,115.7258
825IA,2011,El Rosario,30.0595,115.7258
ADY666,2011,El Rosario,30.0595,115.7258
AES805,2011,El Rosario,30.0595,115.7258
AT802,2011,El Rosario,30.0595,115.7258
BFL617,2011,El Rosario,30.0595,115.7258
BGP691,2011,El Rosario,30.0595,115.7258
CCZ715,2011,El Rosario,30.0595,115.7258
CDB448,2011,El Rosario,30.0595,115.7258
CDX478,2011,El Rosario,30.0595,115.7258
CEB672,2011,El Rosario,30.0595,115.7258
CGA713,2011,El Rosario,30.0595,115.7258
CHU307,2011,El Rosario,30.0595,115.7258
EEP231,2011,El Rosario,30.0595,115.7258
EHZ446,2011,El Rosario,30.0595,115.7258
GCW355,2011,El Rosario,30.0595,115.7258
GEP098,2011,El Rosario,30.0595,115.7258
GET872,2011,El Rosario,30.0595,115.7258
GEW041,2011,El Rosario,30.0595,115.7258
GMB587,2011,El Rosario,30.0595,115.7258
GRJ056,2011,El Rosario,30.0595,115.7258
GRN356,2011,El Rosario,30.0595,115.7258
HBS669,2011,El Rosario,30.0595,115.7258
HBU443,2011,El Rosario,30.0595,115.7258
JEH668,2011,El Rosario,30.0595,115.7258
JJH353,2011,El Rosario,30.0595,115.7258
JJH419,2011,El Rosario,30.0595,115.7258
LBE340,2011,El Rosario,30.0595,115.7258
LBG513,2011,El Rosario,30.0595,115.7258
LBH149,2011,El Rosario,30.0595,115.7258
LBH594,2011,El Rosario,30.0595,115.7258
LBP962,2011,El Rosario,30.0595,115.7258
LCJ943,2011,El Rosario,30.0595,115.7258
LEC845,2011,El Rosario,30.0595,115.7258
LEL722,2011,El Rosario,30.0595,115.7258
LEM024,2011,El Rosario,30.0595,115.7258
LEM517,2011,El Rosario,30.0595,115.7258
LEP732,2011,El Rosario,30.0595,115.7258
LER934,2011,El Rosario,30.0595,115.7258
LET817,2011,El Rosario,30.0595,115.7258
LEU644,2011,El Rosario,30.0595,115.7258
LEU828,2011,El Rosario,30.0595,115.7258
LEU961,2011,El Rosario,30.0595,115.7258
LEZ573,2011,El Rosario,30.0595,115.7258
LGA874,2011,El Rosario,30.0595,115.7258
LGE149,2011,El Rosario,30.0595,115.7258
LGE326,2011,El Rosario,30.0595,115.7258
LGE818,2011,El Rosario,30.0595,115.7258
LGL862,2011,El Rosario,30.0595,115.7258
LGL906,2011,El Rosario,30.0595,115.7258
LGM107,2011,El Rosario,30.0595,115.7258
LGR938,2011,El Rosario,30.0595,115.7258
LGT946,2011,El Rosario,30.0595,115.7258
LHG410,2011,El Rosario,30.0595,115.7258
LHG961,2011,El Rosario,30.0595,115.7258
LHH333,2011,El Rosario,30.0595,115.7258
LHT279,2011,El Rosario,30.0595,115.7258
LHT454,2011,El Rosario,30.0595,115.7258
LHT646,2011,El Rosario,30.0595,115.7258
LHU661,2011,El Rosario,30.0595,115.7258
LHW069,2011,El Rosario,30.0595,115.7258
LHW507,2011,El Rosario,30.0595,115.7258
LJA620,2011,El Rosario,30.0595,115.7258
LJE248,2011,El Rosario,30.0595,115.7258
LJL668,2011,El Rosario,30.0595,115.7258
LJL696,2011,El Rosario,30.0595,115.7258
LJM843,2011,El Rosario,30.0595,115.7258
LJU180,2011,El Rosario,30.0595,115.7258
LJU516,2011,El Rosario,30.0595,115.7258
LJW634,2011,El Rosario,30.0595,115.7258
LLZ766,2011,El Rosario,30.0595,115.7258
LLZ837,2011,El Rosario,30.0595,115.7258
LME161,2011,El Rosario,30.0595,115.7258
LMH051,2011,El Rosario,30.0595,115.7258
LMJ001,2011,El Rosario,30.0595,115.7258
LML192,2011,El Rosario,30.0595,115.7258
LMY839,2011,El Rosario,30.0595,115.7258
LMZ515,2011,El Rosario,30.0595,115.7258
LNA991,2011,El Rosario,30.0595,115.7258
LNG566,2011,El Rosario,30.0595,115.7258
LNG886,2011,El Rosario,30.0595,115.7258
LNG905,2011,El Rosario,30.0595,115.7258
LNH208,2011,El Rosario,30.0595,115.7258
LNM424,2011,El Rosario,30.0595,115.7258
LNM445,2011,El Rosario,30.0595,115.7258
LNN551,2011,El Rosario,30.0595,115.7258
LNY638,2011,El Rosario,30.0595,115.7258
LPA223,2011,El Rosario,30.0595,115.7258
LPA449,2011,El Rosario,30.0595,115.7258
LPC625,2011,El Rosario,30.0595,115.7258
LPE080,2011,El Rosario,30.0595,115.7258
LPG993,2011,El Rosario,30.0595,115.7258
LPH560,2011,El Rosario,30.0595,115.7258
LPH709,2011,El Rosario,30.0595,115.7258
LPL192,2011,El Rosario,30.0595,115.7258
LPL206,2011,El Rosario,30.0595,115.7258
LPL596,2011,El Rosario,30.0595,115.7258
LPN809,2011,El Rosario,30.0595,115.7258
LPX724,2011,El Rosario,30.0595,115.7258
LRZ738,2011,El Rosario,30.0595,115.7258
MAT378,2011,El Rosario,30.0595,115.7258
MCC780,2011,El Rosario,30.0595,115.7258
MCC982,2011,El Rosario,30.0595,115.7258
MCE170,2011,El Rosario,30.0595,115.7258
MCE263,2011,El Rosario,30.0595,115.7258
MCE904,2011,El Rosario,30.0595,115.7258
MCG114,2011,El Rosario,30.0595,115.7258
MCG119,2011,El Rosario,30.0595,115.7258
MCG133,2011,El Rosario,30.0595,115.7258
MCG560,2011,El Rosario,30.0595,115.7258
MCL723,2011,El Rosario,30.0595,115.7258
MCM057,2011,El Rosario,30.0595,115.7258
MCM684,2011,El Rosario,30.0595,115.7258
MCN181,2011,El Rosario,30.0595,115.7258
MCN270,2011,El Rosario,30.0595,115.7258
MCN543,2011,El Rosario,30.0595,115.7258
MCS658,2011,El Rosario,30.0595,115.7258
MCS676,2011,El Rosario,30.0595,115.7258
MCT225,2011,El Rosario,30.0595,115.7258
MCT398,2011,El Rosario,30.0595,115.7258
MCT405,2011,El Rosario,30.0595,115.7258
MCT617,2011,El Rosario,30.0595,115.7258
MCT619,2011,El Rosario,30.0595,115.7258
MCT620,2011,El Rosario,30.0595,115.7258
MCW892,2011,El Rosario,30.0595,115.7258
MCW923,2011,El Rosario,30.0595,115.7258
MEJ511,2011,El Rosario,30.0595,115.7258
MET570,2011,El Rosario,30.0595,115.7258
MEU061,2011,El Rosario,30.0595,115.7258
MEW035,2011,El Rosario,30.0595,115.7258
MEZ865,2011,El Rosario,30.0595,115.7258
MGZ865,2011,El Rosario,30.0595,115.7258
MHA280,2011,El Rosario,30.0595,115.7258
MHA380,2011,El Rosario,30.0595,115.7258
MHC582,2011,El Rosario,30.0595,115.7258
MHC634,2011,El Rosario,30.0595,115.7258
MHC652,2011,El Rosario,30.0595,115.7258
MHC794,2011,El Rosario,30.0595,115.7258
MHC879,2011,El Rosario,30.0595,115.7258
MHC883,2011,El Rosario,30.0595,115.7258
MHH465,2011,El Rosario,30.0595,115.7258
MHN813,2011,El Rosario,30.0595,115.7258
MHY444,2011,El Rosario,30.0595,115.7258
MHZ006,2011,El Rosario,30.0595,115.7258
MHZ527,2011,El Rosario,30.0595,115.7258
MJE562,2011,El Rosario,30.0595,115.7258
MJE575,2011,El Rosario,30.0595,115.7258
MJE737,2011,El Rosario,30.0595,115.7258
MJG588,2011,El Rosario,30.0595,115.7258
MJH605,2011,El Rosario,30.0595,115.7258
MJM879,2011,El Rosario,30.0595,115.7258
MJN182,2011,El Rosario,30.0595,115.7258
MJS202,2011,El Rosario,30.0595,115.7258
MJS497,2011,El Rosario,30.0595,115.7258
MJT892,2011,El Rosario,30.0595,115.7258
MJT925,2011,El Rosario,30.0595,115.7258
MJU648,2011,El Rosario,30.0595,115.7258
MJW346,2011,El Rosario,30.0595,115.7258
MJY031,2011,El Rosario,30.0595,115.7258
MJZ880,2011,El Rosario,30.0595,115.7258
MLL256,2011,El Rosario,30.0595,115.7258
MLY100,2011,El Rosario,30.0595,115.7258
MMC342,2011,El Rosario,30.0595,115.7258
MMC487,2011,El Rosario,30.0595,115.7258
MMP504,2011,El Rosario,30.0595,115.7258
MMS051,2011,El Rosario,30.0595,115.7258
MMS234,2011,El Rosario,30.0595,115.7258
MMS482,2011,El Rosario,30.0595,115.7258
MMS913,2011,El Rosario,30.0595,115.7258
MMX297,2011,El Rosario,30.0595,115.7258
MNC847,2011,El Rosario,30.0595,115.7258
MNU071,2011,El Rosario,30.0595,115.7258
MNY626,2011,El Rosario,30.0595,115.7258
MPB259,2011,El Rosario,30.0595,115.7258
MPW105,2011,El Rosario,30.0595,115.7258
NAT188,2011,El Rosario,30.0595,115.7258
NAU326,2011,El Rosario,30.0595,115.7258
NAY267,2011,El Rosario,30.0595,115.7258
NBS307,2011,El Rosario,30.0595,115.7258
NCE750,2011,El Rosario,30.0595,115.7258
NCH244,2011,El Rosario,30.0595,115.7258
NCH391,2011,El Rosario,30.0595,115.7258
NCH821,2011,El Rosario,30.0595,115.7258
NCJ121,2011,El Rosario,30.0595,115.7258
NCL118,2011,El Rosario,30.0595,115.7258
NCL221,2011,El Rosario,30.0595,115.7258
NCL510,2011,El Rosario,30.0595,115.7258
NCL563,2011,El Rosario,30.0595,115.7258
NCN046,2011,El Rosario,30.0595,115.7258
NCN476,2011,El Rosario,30.0595,115.7258
NCT983,2011,El Rosario,30.0595,115.7258
NCU124,2011,El Rosario,30.0595,115.7258
NCW405,2011,El Rosario,30.0595,115.7258
NCX328,2011,El Rosario,30.0595,115.7258
NCZ308,2011,El Rosario,30.0595,115.7258
NEA476,2011,El Rosario,30.0595,115.7258
NEA480,2011,El Rosario,30.0595,115.7258
NEA879,2011,El Rosario,30.0595,115.7258
NEB104,2011,El Rosario,30.0595,115.7258
NEB255,2011,El Rosario,30.0595,115.7258
NEC569,2011,El Rosario,30.0595,115.7258
NEH501,2011,El Rosario,30.0595,115.7258
NER296,2011,El Rosario,30.0595,115.7258
NEW425,2011,El Rosario,30.0595,115.7258
NEW847,2011,El Rosario,30.0595,115.7258
NEX054,2011,El Rosario,30.0595,115.7258
NEX538,2011,El Rosario,30.0595,115.7258
NEX666,2011,El Rosario,30.0595,115.7258
NEX676,2011,El Rosario,30.0595,115.7258
NEY312,2011,El Rosario,30.0595,115.7258
NEY329,2011,El Rosario,30.0595,115.7258
NGA348,2011,El Rosario,30.0595,115.7258
NGA427,2011,El Rosario,30.0595,115.7258
NGB046,2011,El Rosario,30.0595,115.7258
NGB410,2011,El Rosario,30.0595,115.7258
NGE185,2011,El Rosario,30.0595,115.7258
NGR493,2011,El Rosario,30.0595,115.7258
NGT703,2011,El Rosario,30.0595,115.7258
NGU743,2011,El Rosario,30.0595,115.7258
NGX035,2011,El Rosario,30.0595,115.7258
NGX802,2011,El Rosario,30.0595,115.7258
NGY445,2011,El Rosario,30.0595,115.7258
NHA708,2011,El Rosario,30.0595,115.7258
NHB527,2011,El Rosario,30.0595,115.7258
NHC163,2011,El Rosario,30.0595,115.7258
NHC252,2011,El Rosario,30.0595,115.7258
NHC477,2011,El Rosario,30.0595,115.7258
NHZ498,2011,El Rosario,30.0595,115.7258
NJB261,2011,El Rosario,30.0595,115.7258
NJE267,2011,El Rosario,30.0595,115.7258
NJH063,2011,El Rosario,30.0595,115.7258
NJJ108,2011,El Rosario,30.0595,115.7258
NJJ214,2011,El Rosario,30.0595,115.7258
NJM535,2011,El Rosario,30.0595,115.7258
NJM545,2011,El Rosario,30.0595,115.7258
NJN297,2011,El Rosario,30.0595,115.7258
NJP148,2011,El Rosario,30.0595,115.7258
NJR582,2011,El Rosario,30.0595,115.7258
NLG703,2011,El Rosario,30.0595,115.7258
NLH479,2011,El Rosario,30.0595,115.7258
NLN581,2011,El Rosario,30.0595,115.7258
NLP080,2011,El Rosario,30.0595,115.7258
NLW625,2011,El Rosario,30.0595,115.7258
NLZ964,2011,El Rosario,30.0595,115.7258
NMA992,2011,El Rosario,30.0595,115.7258
NMB497,2011,El Rosario,30.0595,115.7258
NMC178,2011,El Rosario,30.0595,115.7258
NME536,2011,El Rosario,30.0595,115.7258
NME646,2011,El Rosario,30.0595,115.7258
NME835,2011,El Rosario,30.0595,115.7258
NME971,2011,El Rosario,30.0595,115.7258
NMR115,2011,El Rosario,30.0595,115.7258
NMS130,2011,El Rosario,30.0595,115.7258
NMS161,2011,El Rosario,30.0595,115.7258
NMU285,2011,El Rosario,30.0595,115.7258
NMZ680,2011,El Rosario,30.0595,115.7258
NMZ754,2011,El Rosario,30.0595,115.7258
NNH690,2011,El Rosario,30.0595,115.7258
NNH836,2011,El Rosario,30.0595,115.7258
NNL323,2011,El Rosario,30.0595,115.7258
NNN036,2011,El Rosario,30.0595,115.7258
NNR949,2011,El Rosario,30.0595,115.7258
NNS761,2011,El Rosario,30.0595,115.7258
NNY683,2011,El Rosario,30.0595,115.7258
NNZ849,2011,El Rosario,30.0595,115.7258
NPA841,2011,El Rosario,30.0595,115.7258
OI677,2011,El Rosario,30.0595,115.7258
PAT433,2011,El Rosario,30.0595,115.7258
PAX480,2011,El Rosario,30.0595,115.7258
PAY709,2011,El Rosario,30.0595,115.7258
PBB907,2011,El Rosario,30.0595,115.7258
PBN987,2011,El Rosario,30.0595,115.7258
PBY629,2011,El Rosario,30.0595,115.7258
PBY719,2011,El Rosario,30.0595,115.7258
PBZ200,2011,El Rosario,30.0595,115.7258
PBZ447,2011,El Rosario,30.0595,115.7258
PCA683,2011,El Rosario,30.0595,115.7258
PCA854,2011,El Rosario,30.0595,115.7258
PCB022,2011,El Rosario,30.0595,115.7258
PCB053,2011,El Rosario,30.0595,115.7258
PCB629,2011,El Rosario,30.0595,115.7258
PCG002,2011,El Rosario,30.0595,115.7258
PCG025,2011,El Rosario,30.0595,115.7258
PCG211,2011,El Rosario,30.0595,115.7258
PCG735,2011,El Rosario,30.0595,115.7258
PCH539,2011,El Rosario,30.0595,115.7258
PCH713,2011,El Rosario,30.0595,115.7258
PCH948,2011,El Rosario,30.0595,115.7258
PCL964,2011,El Rosario,30.0595,115.7258
PCL970,2011,El Rosario,30.0595,115.7258
PCN244,2011,El Rosario,30.0595,115.7258
PCP233,2011,El Rosario,30.0595,115.7258
PCP360,2011,El Rosario,30.0595,115.7258
PCP376,2011,El Rosario,30.0595,115.7258
PCR051,2011,El Rosario,30.0595,115.7258
PCR642,2011,El Rosario,30.0595,115.7258
PCS051,2011,El Rosario,30.0595,115.7258
PCX521,2011,El Rosario,30.0595,115.7258
PCY083,2011,El Rosario,30.0595,115.7258
PEJ263,2011,El Rosario,30.0595,115.7258
PEL455,2011,El Rosario,30.0595,115.7258
PEZ115,2011,El Rosario,30.0595,115.7258
PGA474,2011,El Rosario,30.0595,115.7258
